project_id,district_code,intervention_id,partner,start_date,planned_end_date,actual_end_date,cost_usd,baseline_risk_score,total_delay_days,achieved_outcome_score,realized_risk_reduction,delivered_on_time,achieved_min_outcome,community_engagement_score,post_project_audit_score,post_project_satisfaction_score
P01943,D-035,I11,BlueRiver Implementers,2022-12-15,2024-02-08,2024-04-16,708500,51.57,68,62.61,0.354,0,1,42.07,63.99,52.89
P01944,D-010,I11,GreenWorks Alliance,2022-06-28,2023-08-22,2023-11-19,828100,63.46,89,55.62,0.164,0,0,39.98,58.1,48.59
P01945,D-100,I10,InfraTrust Consortium,2022-03-29,2023-04-23,2023-05-24,359000,82.52,31,80.36,0.251,1,1,52.25,78.18,67.46
P01946,d025,I11,InfraTrust Consortium,2022-11-20,2024-01-14,2024-03-30,842300,68.15,76,85.79,0.441,0,1,84.7,80.49,91.51
P01947,D-008,I04,Delta Engineering,2022-10-13,2024-08-03,2024-10-23,697300,80.19,81,80.05,0.264,0,1,61.83,82.94,62.82
P01948,D-024,I11,HeatSafe Partners,2021-05-10,2022-07-04,2022-10-19,519400,74.75,107,66.81,0.324,0,1,67.66,66.06,73.6
P01949,D 011,I18,GreenWorks Alliance,2022-07-15,2024-03-06,2024-07-03,1044000,68.33,119,72.66,0.287,0,1,67.54,75.27,69.96
P01950,D-045,I05,HeatSafe Partners,2022-02-01,2023-11-23,2024-03-06,728700,57.54,104,66.66,0.382,0,1,45.47,67.09,56.81
P01951,D-081,I09,CommunityFirst,2021-06-14,2023-04-05,2023-09-21,601500,59.39,169,75.3,0.392,0,1,55.31,71.35,66.38
P01952,D-010,I10,CommunityFirst,2021-04-11,2022-05-06,2022-05-12,360600,62.34,6,64.18,0.229,1,1,62.13,58.09,54.36
P01953,D-083,I06,HydroBuild Co,2021-08-26,2023-03-19,2023-05-31,461900,72.41,73,73.58,0.474,0,1,42.19,72.54,63.71
P01954,D-117,I08,InfraTrust Consortium,2023-11-13,2025-06-05,2025-08-12,468700,72.87,68,70.0,0.473,0,1,73.6,67.86,78.85
P01955,D-003,I05,InfraTrust Consortium,2022-06-27,2024-04-17,2024-07-31,928300,60.65,105,79.0,0.492,0,1,72.36,81.97,80.69
P01956,D-110,I17,Delta Engineering,2022-06-16,2023-11-08,2023-12-30,1705600,74.31,52,60.23,0.231,0,1,51.66,53.68,60.02
P01957,D-069,I13,HydroBuild Co,2021-09-07,2023-04-30,2023-09-09,1313600,65.26,132,48.63,0.042,0,0,39.63,53.46,48.85
P01958,D-049,I10,HeatSafe Partners,2022-09-04,2023-09-29,2023-10-15,542100,81.83,16,87.36,0.224,1,1,61.51,90.09,83.15
P01959,d003,I14,CivicResilience NGO,2021-12-21,2023-09-12,2024-01-04,1374700,61.71,114,61.94,0.287,0,1,52.16,55.59,56.06
P01960,D-060,I01,HeatSafe Partners,2022-12-18,2024-01-12,2024-03-03,1399400,64.19,51,71.16,0.248,0,1,60.7,64.59,72.7
P01961,D-056,I05,RapidRelief Local,2021-01-29,2022-11-20,2023-03-25,610800,65.87,125,48.67,0.114,0,0,61.49,47.44,55.08
P01962,D-086,I14,BlueRiver Implementers,2023-07-18,2025-04-08,2025-06-29,688300,48.1,82,61.92,0.395,0,1,57.38,61.39,55.2
P01963,D-087,I03,CommunityFirst,2023-05-08,2025-02-26,2025-04-30,782700,69.25,63,75.39,0.451,0,1,70.21,74.09,75.9
P01964,D-035,I05,SunBuild Initiative,2023-07-13,2025-05-03,2025-06-30,696600,46.75,58,46.06,0.112,0,0,47.0,35.03,44.36
P01965,D-102,I09,HydroBuild Co,2023-02-14,2024-12-05,2025-04-17,585400,90.28,133,53.64,0.137,0,0,45.04,47.85,55.61
P01966,D-097,I04,HydroBuild Co,2021-02-01,2022-11-23,2023-04-15,435900,58.17,143,70.21,0.177,0,1,45.41,71.03,71.21
P01967,D-102,I01,Delta Engineering,2023-05-14,2024-06-07,2024-08-16,768300,89.09,70,57.19,0.111,0,0,63.55,53.74,62.62
P01968,D-088,I10,Delta Engineering,2021-01-12,2022-02-06,2022-03-05,594300,79.34,27,58.04,0.077,1,0,42.55,66.9,46.83
P01969,D-010,I03,CommunityFirst,2023-06-23,2025-04-13,2025-07-02,795100,60.65,80,68.78,0.5,0,1,45.16,70.76,53.47
P01970,D-036,I11,GreenWorks Alliance,2022-11-19,2024-01-13,2024-04-15,710700,92.16,93,51.1,0.133,0,0,65.47,44.95,60.49
P01971,D-056,I06,RapidRelief Local,2023-03-08,2024-09-28,2024-12-03,791100,58.31,66,65.54,0.407,0,1,39.22,67.09,55.31
P01972,D-085,I01,BlueRiver Implementers,2023-05-20,2024-06-13,2024-09-25,1212500,61.14,104,59.1,0.11,0,0,44.44,59.1,50.46
P01973,D-024,I18,GreenWorks Alliance,2022-04-06,2023-11-27,2024-02-23,954700,71.91,88,57.8,0.072,0,0,59.2,59.42,53.15
P01974,D-009,I02,CivicResilience NGO,2022-04-01,2023-05-26,2023-08-12,1603700,62.54,78,62.74,0.272,0,1,44.18,65.59,62.21
P01975,D-059,I15,CivicResilience NGO,2021-08-04,2022-09-28,2022-12-19,749300,64.91,82,63.89,0.391,0,1,50.21,73.87,54.78
P01976,D-074,I07,BlueRiver Implementers,2021-10-14,2023-02-06,2023-05-04,981700,83.29,87,61.34,0.293,0,1,36.55,57.57,53.34
P01977,D-012,I11,GreenWorks Alliance,2024-01-28,2025-03-23,2025-05-17,476600,57.28,55,79.69,0.298,0,1,47.74,80.08,67.54
P01978,D-037,I16,CommunityFirst,2022-07-23,2024-01-14,2024-06-03,985800,65.62,141,74.68,0.339,0,1,63.63,77.28,84.57
P01979,D-113,I07,CivicResilience NGO,2021-12-14,2023-04-08,2023-07-08,1584800,62.38,91,62.38,0.281,0,1,79.04,62.43,66.2
P01980,D-045,I14,RapidRelief Local,2023-05-06,2025-01-25,2025-04-22,1994600,69.01,87,55.67,0.06,0,0,43.02,54.35,48.13
P01981,D-119,I09,Delta Engineering,2022-11-12,2024-09-02,2024-12-27,862200,64.07,116,61.67,0.359,0,1,67.16,64.42,65.02
P01982,D-114,I01,CivicResilience NGO,2023-06-24,2024-07-18,2024-10-02,1666300,65.53,76,50.3,0.035,0,0,30.89,59.49,37.25
P01983,D-022,I06,HydroBuild Co,2021-06-26,2023-01-17,2023-04-04,770400,65.04,77,68.57,0.494,0,1,36.58,61.38,58.56
P01984,D-016,I12,HeatSafe Partners,2021-08-24,2022-12-17,2023-01-18,1001700,47.58,32,71.06,0.476,1,1,89.54,72.99,76.3
P01985,D-106,I08,SunBuild Initiative,2022-10-16,2024-05-08,2024-08-18,430600,69.01,102,42.31,0.08,0,0,47.14,44.63,42.88
P01986,D-105,I04,Delta Engineering,2021-06-02,2023-03-24,2023-09-06,365200,70.83,166,52.21,0.084,0,0,36.35,44.78,46.15
P01987,D-046,I05,BlueRiver Implementers,2022-11-15,2024-09-05,2025-01-03,654000,56.97,120,63.65,0.328,0,1,78.2,63.51,70.92
P01988,D-119,I09,CivicResilience NGO,2021-12-19,2023-10-10,2024-01-27,473500,69.79,109,63.69,0.351,0,1,46.39,64.52,60.53
P01989,D-004,I11,CommunityFirst,2022-11-06,2023-12-31,2024-03-14,477700,51.0,74,81.9,0.409,0,1,75.11,83.45,89.49
P01990,D-054,I04,RapidRelief Local,2023-01-15,2024-11-05,2025-01-24,789700,69.35,80,48.38,0.085,0,0,35.18,47.85,38.6
P01991,D-024,I01,Delta Engineering,2021-11-12,2022-12-07,2023-01-26,1304100,76.22,50,59.15,0.06,0,0,44.99,58.53,44.08
P01992,D-015,I09,HeatSafe Partners,2021-08-14,2023-06-05,2023-10-31,920000,78.21,148,39.05,0.137,0,0,55.12,40.75,43.21
P01993,D-046,I12,HeatSafe Partners,2021-02-09,2022-06-04,2022-08-10,962300,76.57,67,68.28,0.387,0,1,60.7,68.51,73.93
P01994,D-063,I07,HydroBuild Co,2024-01-27,2025-05-21,2025-07-17,1043300,77.46,57,73.46,0.309,0,1,60.06,75.05,63.58
P01995,D-007,I03,HeatSafe Partners,2023-01-30,2024-11-20,2025-01-15,539000,64.26,56,82.56,0.5,0,1,65.04,78.44,80.46
P01996,D-032,I07,HydroBuild Co,2023-12-28,2025-04-21,2025-05-28,1065400,83.87,37,69.16,0.313,1,1,50.21,64.57,65.58
P01997,D-006,I08,CommunityFirst,2023-02-05,2024-08-28,2024-12-03,393900,95.57,97,76.03,0.438,0,1,38.97,78.64,59.27
P01998,D-029,I09,HeatSafe Partners,2023-02-17,2024-12-08,2025-04-22,450700,86.2,135,65.48,0.444,0,1,70.75,64.96,66.7
P01999,D-002,I01,BlueRiver Implementers,2022-05-27,2023-06-21,2023-09-18,1654700,57.36,89,51.6,0.069,0,0,57.14,47.63,48.8
P02000,D-047,I09,GreenWorks Alliance,2021-04-16,2023-02-05,2023-05-16,463600,68.09,100,57.08,0.165,0,0,42.11,56.96,48.16
P02001,D-063,I09,CommunityFirst,2023-12-11,2025-10-01,2026-02-02,916000,69.82,124,71.25,0.487,0,1,91.04,65.15,88.25
P02002,D-020,I06,GreenWorks Alliance,2022-02-12,2023-09-05,2023-12-09,845400,60.87,95,73.07,0.454,0,1,40.87,73.3,64.33
P02003,D-056,I02,CommunityFirst,2023-05-03,2024-06-26,2024-08-01,2828300,60.03,36,68.3,0.311,1,1,64.22,68.22,66.99
P02004,D-098,I14,HeatSafe Partners,2022-12-04,2024-08-25,2024-12-17,1281800,72.48,114,56.4,0.158,0,0,51.55,54.62,46.28
P02005,D-109,I18,HydroBuild Co,2022-06-22,2024-02-12,2024-05-24,1049000,74.2,102,70.72,0.284,0,1,67.77,72.04,63.41
P02006,D-084,I04,RapidRelief Local,2022-04-17,2024-02-06,2024-05-25,448600,52.48,109,60.29,0.225,0,1,59.59,67.32,55.5
P02007,D-012,I11,GreenWorks Alliance,2023-04-17,2024-06-10,2024-08-16,881500,61.73,67,64.25,0.377,0,1,45.11,71.34,55.54
P02008,D-081,I17,Delta Engineering,2021-06-07,2022-10-30,2022-12-20,1889000,72.98,51,62.12,0.199,0,1,27.58,67.27,52.89
P02009,D-047,I06,BlueRiver Implementers,2021-04-26,2022-11-17,2023-02-16,533800,60.49,91,56.47,0.233,0,0,49.13,60.29,59.36
P02010,D-120,I06,CivicResilience NGO,2021-06-03,2022-12-25,2023-04-17,604400,75.32,113,62.31,0.416,0,1,55.96,57.26,51.87
P02011,D-012,I01,GreenWorks Alliance,2021-02-14,2022-03-11,2022-06-12,1660500,55.98,93,53.44,0.102,0,0,50.62,55.42,58.99
P02012,D-046,I13,HeatSafe Partners,2022-11-29,2024-07-21,2024-10-12,1677200,67.01,83,82.08,0.324,0,1,56.46,74.98,76.65
P02013,D-052,I04,HeatSafe Partners,2023-12-21,2025-10-11,2026-01-23,741900,57.77,104,53.79,0.074,0,0,63.6,49.79,63.9
P02014,D-116,I01,HeatSafe Partners,2021-09-15,2022-10-10,2023-01-16,982300,59.09,98,56.76,0.099,0,0,40.67,62.34,43.84
P02015,D-090,I10,BlueRiver Implementers,2021-03-06,2022-03-31,2022-04-09,372300,75.59,9,58.01,0.085,1,0,50.11,58.52,39.85
P02016,D 060,I11,InfraTrust Consortium,2021-03-08,2022-05-02,2022-08-17,957200,66.49,107,58.23,0.183,0,0,50.98,51.29,53.3
P02017,D-076,I18,Delta Engineering,2022-08-30,2024-04-21,2024-08-10,1217900,66.38,111,57.03,0.121,0,0,70.88,53.91,66.88
P02018,D-070,I03,RapidRelief Local,2021-02-08,2022-11-30,2023-02-11,783500,62.37,73,51.43,0.14,0,0,42.99,53.9,55.74
P02019,D-044,I17,SunBuild Initiative,2023-05-29,2024-10-20,2024-11-30,2192000,85.26,41,56.47,0.065,1,0,59.17,47.18,47.49
P02020,D-063,I11,CivicResilience NGO,2021-09-13,2022-11-07,2023-01-11,828900,76.57,65,60.89,0.353,0,1,47.7,59.17,58.78
P02021,D-101,I04,InfraTrust Consortium,2021-08-06,2023-05-28,2023-08-04,509600,88.8,68,65.69,0.244,0,1,59.23,70.07,65.4
P02022,D-108,I16,GreenWorks Alliance,2023-05-17,2024-11-07,2025-03-25,1310300,91.21,138,66.77,0.266,0,1,58.52,60.96,67.09
P02023,D-109,I08,InfraTrust Consortium,2021-09-01,2023-03-25,2023-07-09,449000,76.38,106,65.65,0.443,0,1,71.95,67.12,69.07
P02024,D-119,I16,CommunityFirst,2021-12-02,2023-05-26,2023-08-07,1083600,69.27,73,82.61,0.311,0,1,81.96,84.28,85.47
P02025,D-088,I12,InfraTrust Consortium,2024-01-13,2025-05-07,2025-07-01,1313100,81.96,55,74.95,0.493,0,1,80.59,62.88,80.7
P02026,D-074,I15,HydroBuild Co,2022-10-25,2023-12-19,2024-02-24,644600,85.8,67,76.45,0.47,0,1,42.44,76.52,62.46
P02027,D-016,I12,Delta Engineering,2021-01-05,2022-04-30,2022-07-27,1363500,58.23,88,78.31,0.424,0,1,73.46,72.18,79.1
P02028,D-085,I04,RapidRelief Local,2023-04-27,2025-02-15,2025-05-16,579300,60.66,90,64.82,0.198,0,1,58.98,63.43,62.15
P02029,D 029,I13,Delta Engineering,2024-01-05,2025-08-27,2025-11-27,1684700,93.77,92,59.0,0.122,0,0,58.02,61.03,55.34
P02030,D-047,I03,GreenWorks Alliance,2022-04-20,2024-02-09,2024-05-21,652500,60.51,102,39.11,0.164,0,0,40.17,40.28,39.78
P02031,D-113,I12,CivicResilience NGO,2021-12-06,2023-03-31,2023-06-01,1174400,70.65,62,61.69,0.25,0,1,29.56,60.17,42.12
P02032,D-037,I14,CivicResilience NGO,2023-09-24,2025-06-15,2025-09-25,962100,69.6,102,63.66,0.337,0,1,36.73,63.99,51.2
P02033,D-039,I08,InfraTrust Consortium,2022-06-19,2024-01-10,2024-04-09,720600,77.28,90,89.79,0.465,0,1,72.3,91.12,86.85
P02034,D-116,I04,RapidRelief Local,2021-01-18,2022-11-09,2023-03-29,461100,59.82,140,53.79,0.071,0,0,52.66,46.0,49.24
P02035,D-089,I10,HeatSafe Partners,2023-01-23,2024-02-17,2024-03-16,321900,60.0,28,85.08,0.218,1,1,67.43,81.87,73.52
P02036,D-083,I09,BlueRiver Implementers,2021-10-20,2023-08-11,2024-01-10,407700,74.06,152,74.02,0.32,0,1,57.62,75.0,64.27
P02037,D-001,I02,CommunityFirst,2021-09-11,2022-11-05,2022-12-26,1187700,72.82,51,56.0,0.143,0,0,34.56,53.77,45.63
P02038,D64,I13,GreenWorks Alliance,2023-01-06,2024-08-28,2024-12-16,1826800,67.71,110,46.67,0.079,0,0,48.07,41.78,53.59
P02039,D-083,I13,HydroBuild Co,2022-02-06,2023-09-29,2024-01-28,1184300,72.32,121,48.01,0.112,0,0,70.5,49.25,47.59
P02040,D-091,I06,RapidRelief Local,2023-01-31,2024-08-23,2024-11-10,648300,51.31,79,62.48,0.441,0,1,68.6,65.85,68.62
P02041,D-045,I15,SunBuild Initiative,2022-08-17,2023-10-11,2023-12-09,1384900,60.33,59,42.27,0.092,0,0,32.32,40.98,44.94
P02042,D-069,I03,SunBuild Initiative,2022-10-31,2024-08-21,2024-12-11,1052100,62.04,112,41.21,0.115,0,0,43.08,37.34,46.98
P02043,D-051,I05,CommunityFirst,2022-04-05,2024-01-25,2024-04-24,557800,56.84,90,87.24,0.434,0,1,73.01,88.14,90.27
P02044,D-116,I18,GreenWorks Alliance,2021-04-16,2022-12-07,2023-05-16,826400,67.9,160,50.62,0.046,0,0,42.09,57.6,48.16
P02045,D-090,I18,BlueRiver Implementers,2021-02-08,2022-10-01,2023-02-28,1638400,66.75,150,64.7,0.202,0,1,63.46,63.87,62.83
P02046,D-046,I03,GreenWorks Alliance,2022-03-02,2023-12-22,2024-03-31,1328100,72.69,100,61.51,0.324,0,1,41.56,63.33,43.31
P02047,D-070,I11,RapidRelief Local,2023-01-02,2024-02-26,2024-05-06,903600,58.17,70,48.26,0.139,0,0,52.8,41.8,50.04
P02048,D-043,I07,RapidRelief Local,2021-07-02,2022-10-25,2023-02-04,1574400,67.06,102,57.29,0.12,0,0,71.52,56.95,68.81
P02049,D-062,I15,HeatSafe Partners,2022-02-07,2023-04-03,2023-07-08,1249900,63.03,96,77.92,0.483,0,1,70.13,79.68,71.8
P02050,D-044,I03,Delta Engineering,2023-02-24,2024-12-15,2025-04-15,1294500,83.94,121,67.9,0.446,0,1,41.87,68.99,57.34
P02051,D-104,I01,Delta Engineering,2022-02-22,2023-03-19,2023-05-07,1626200,69.11,49,72.61,0.187,0,1,38.92,73.48,59.62
P02052,D-105,I13,InfraTrust Consortium,2022-11-06,2024-06-28,2024-09-04,1534700,59.05,68,77.76,0.39,0,1,77.26,85.21,82.32
P02053,D-091,I14,Delta Engineering,2021-04-12,2023-01-02,2023-03-14,1479500,58.78,71,62.18,0.415,0,1,57.72,64.11,59.74
P02054,D-084,I03,CommunityFirst,2023-01-19,2024-11-09,2025-01-01,930300,50.76,53,70.08,0.476,0,1,57.11,69.47,67.72
P02055,D-051,I14,Delta Engineering,2023-07-25,2025-04-15,2025-06-23,1559000,62.17,69,62.02,0.374,0,1,70.51,57.96,59.74
P02056,D-043,I07,GreenWorks Alliance,2021-06-01,2022-09-24,2022-12-25,1655500,61.71,92,65.12,0.263,0,1,54.17,64.46,62.71
P02057,D-035,I17,HydroBuild Co,2021-04-09,2022-09-01,2022-12-03,2395300,52.3,93,59.9,0.079,0,0,52.2,54.41,53.07
P02058,D-007,I07,CommunityFirst,2022-07-14,2023-11-06,2024-01-22,1426700,62.91,77,86.95,0.369,0,1,68.75,86.56,80.45
P02059,D-039,I12,InfraTrust Consortium,2022-07-12,2023-11-04,2024-01-12,1693500,75.36,69,84.41,0.485,0,1,65.73,76.14,84.41
P02060,D-037,I09,RapidRelief Local,2023-10-02,2025-07-23,2025-10-09,663300,66.82,78,53.95,0.089,0,0,53.72,57.91,63.19
P02061,D-085,I08,CommunityFirst,2021-12-26,2023-07-19,2023-11-02,559100,70.68,106,70.04,0.433,0,1,80.67,69.02,79.1
P02062,D-014,I02,Delta Engineering,2023-06-21,2024-08-14,2024-10-28,2190100,60.23,75,76.58,0.251,0,1,79.37,73.56,74.75
P02063,D-096,I02,HeatSafe Partners,2022-06-07,2023-08-01,2023-09-05,2039500,73.12,35,63.67,0.283,1,1,37.11,68.78,53.2
P02064,D-114,I14,CommunityFirst,2021-12-06,2023-08-28,2023-12-13,1368600,48.54,107,69.54,0.394,0,1,47.6,61.97,58.07
P02065,D-091,I11,CivicResilience NGO,2022-05-01,2023-06-25,2023-08-17,981100,63.92,53,70.21,0.379,0,1,65.31,70.36,57.41
P02066,D-053,I13,HeatSafe Partners,2022-03-29,2023-11-19,2024-02-20,1549100,48.36,93,58.22,0.104,0,0,62.85,61.9,60.05
P02067,D-029,I17,InfraTrust Consortium,2022-08-02,2023-12-25,2024-02-20,1878600,91.04,57,63.47,0.327,0,1,64.32,58.93,71.35
P02068,D-113,I03,RapidRelief Local,2022-05-06,2024-02-25,2024-05-28,822000,66.78,93,54.48,0.192,0,0,36.11,56.34,48.52
P02069,D-075,I12,SunBuild Initiative,2022-02-04,2023-05-30,2023-09-04,1114900,53.15,97,49.83,0.087,0,0,40.21,49.46,49.47
P02070,D-021,I12,CivicResilience NGO,2021-01-27,2022-05-22,2022-07-14,1052600,88.82,53,71.47,0.342,0,1,63.59,68.93,65.34
P02071,D-088,I06,BlueRiver Implementers,2021-03-24,2022-10-15,2023-01-30,721800,80.39,107,57.11,0.199,0,0,48.61,57.32,48.55
P02072,D-014,I13,BlueRiver Implementers,2023-07-14,2025-03-05,2025-06-11,1775700,56.81,98,61.25,0.185,0,1,74.03,64.89,59.0
P02073,D-007,I01,HeatSafe Partners,2021-10-12,2022-11-06,2023-01-21,1134400,61.87,76,74.0,0.205,0,1,39.54,76.22,57.63
P02074,D-058,I05,GreenWorks Alliance,2023-12-25,2025-10-15,2025-12-06,860100,81.88,52,68.7,0.305,0,1,60.22,67.19,66.75
P02075,D-088,I18,SunBuild Initiative,2021-03-18,2022-11-08,2023-03-11,954400,89.33,123,53.74,0.071,0,0,44.86,55.18,55.52
P02076,D-007,I01,CivicResilience NGO,2022-10-21,2023-11-15,2024-01-15,1016700,59.63,61,75.02,0.227,0,1,48.97,79.66,69.88
P02077,D-105,I07,BlueRiver Implementers,2023-06-05,2024-09-27,2024-12-09,951000,61.85,73,51.27,0.148,0,0,41.78,50.23,49.18
P02078,D-091,I12,HydroBuild Co,2021-02-03,2022-05-29,2022-07-26,779100,58.26,58,59.28,0.136,0,0,67.69,60.26,58.66
P02079,D-042,I03,HydroBuild Co,2023-10-17,2025-08-07,2025-11-10,1009500,73.99,95,55.32,0.194,0,0,68.95,55.81,60.77
P02080,D-036,I13,CivicResilience NGO,2022-10-29,2024-06-20,2024-10-28,1796600,77.69,130,60.07,0.287,0,1,54.22,58.68,62.25
P02081,D-064,I14,GreenWorks Alliance,2021-06-21,2023-03-13,2023-06-20,1629000,66.73,99,54.29,0.114,0,0,50.95,51.62,45.32
P02082,D-070,I01,BlueRiver Implementers,2021-11-29,2022-12-24,2023-01-26,720400,60.65,33,67.3,0.279,1,1,55.51,65.46,61.68
P02083,D43,I18,HeatSafe Partners,2022-08-30,2024-04-21,2024-07-19,726600,65.97,89,63.11,0.316,0,1,60.03,65.65,66.72
P02084,D-049,I03,RapidRelief Local,2022-06-09,2024-03-30,2024-06-27,1055300,62.65,89,46.69,0.174,0,0,34.25,43.03,40.14
P02085,D-006,I07,CivicResilience NGO,2022-06-01,2023-09-24,2024-01-12,1604100,78.69,110,64.04,0.238,0,1,52.66,59.38,62.08
P02086,D-064,I12,CivicResilience NGO,2022-07-07,2023-10-30,2023-12-07,1452300,69.16,38,64.18,0.317,1,1,66.09,64.51,67.19
P02087,D-029,I04,InfraTrust Consortium,2023-09-28,2025-07-19,2025-11-09,253600,84.72,113,66.97,0.263,0,1,73.56,66.04,66.09
P02088,D-053,I07,InfraTrust Consortium,2023-03-25,2024-07-17,2024-09-15,1003800,63.82,60,81.39,0.365,0,1,55.9,80.05,68.44
P02089,D-090,I13,SunBuild Initiative,2021-11-17,2023-07-10,2023-10-24,1598300,61.82,106,58.54,0.096,0,0,38.23,56.73,59.89
P02090,D-075,I09,Delta Engineering,2024-01-24,2025-11-14,2026-02-09,545900,61.27,87,66.91,0.395,0,1,79.17,66.71,74.21
P02091,D072,I03,InfraTrust Consortium,2022-06-21,2024-04-11,2024-08-18,1213200,85.29,129,76.2,0.5,0,1,92.53,75.93,86.81
P02092,D-029,I14,SunBuild Initiative,2021-01-03,2022-09-25,2023-02-07,1201400,82.06,135,42.63,0.113,0,0,18.22,45.51,31.9
P02093,D-002,I10,CommunityFirst,2023-02-24,2024-03-20,2024-03-31,604600,66.11,11,67.51,0.234,1,1,63.07,68.12,62.07
P02094,D-106,I02,SunBuild Initiative,2022-12-15,2024-02-08,2024-04-14,2445100,66.09,66,43.31,0.065,0,0,36.44,45.86,42.87
P02095,D-018,I07,CivicResilience NGO,2021-01-10,2022-05-05,2022-08-07,1194300,61.27,94,65.79,0.25,0,1,29.39,69.74,50.5
P02096,D-067,I08,CommunityFirst,2023-07-17,2025-02-06,2025-04-16,571200,81.52,69,51.09,0.187,0,0,58.45,48.9,52.53
P02097,D-048,I10,BlueRiver Implementers,2021-12-06,2022-12-31,2023-02-21,880500,87.99,52,80.82,0.273,0,1,72.44,75.07,79.52
P02098,D-087,I02,SunBuild Initiative,2021-11-25,2023-01-19,2023-03-21,1711600,64.21,61,59.73,0.106,0,0,41.24,60.66,49.27
P02099,D-037,I15,Delta Engineering,2022-02-26,2023-04-22,2023-06-27,728400,79.11,66,58.62,0.17,0,0,50.91,55.1,60.65
P02100,D-070,I08,BlueRiver Implementers,2022-12-27,2024-07-19,2024-10-16,485600,59.21,89,68.82,0.325,0,1,50.98,65.06,62.61
P02101,D-108,I15,Delta Engineering,2024-01-05,2025-02-28,2025-04-16,967700,89.34,47,72.22,0.49,0,1,67.06,73.62,69.11
P02102,D-026,I11,GreenWorks Alliance,2024-01-05,2025-02-28,2025-05-18,541100,58.08,79,53.33,0.135,0,0,42.23,54.91,53.97
P02103,D-066,I04,HydroBuild Co,2023-11-24,2025-09-14,2025-12-23,649700,88.06,100,54.31,0.115,0,0,47.46,52.57,50.17
P02104,D-035,I17,CivicResilience NGO,2023-09-18,2025-02-09,2025-05-25,1841000,54.77,105,59.24,0.115,0,0,51.53,67.86,48.37
P02105,D-047,I01,HydroBuild Co,2022-07-19,2023-08-13,2023-10-18,886700,50.97,66,44.36,0.07,0,0,28.35,41.42,38.29
P02106,D-069,I09,HeatSafe Partners,2021-05-16,2023-03-07,2023-08-15,561400,70.03,161,45.21,0.142,0,0,42.67,47.75,41.89
P02107,D-103,I12,HeatSafe Partners,2022-02-06,2023-06-01,2023-08-09,1647200,79.16,69,69.1,0.436,0,1,53.79,71.35,70.93
P02108,D-078,I16,GreenWorks Alliance,2022-01-22,2023-07-16,2023-11-25,805100,71.74,132,62.53,0.203,0,1,60.98,64.67,69.37
P02109,D-106,I10,BlueRiver Implementers,2022-10-01,2023-10-26,2023-11-18,392000,62.47,23,66.98,0.267,1,1,41.54,70.95,49.81
P02110,D-049,I06,HeatSafe Partners,2021-06-18,2023-01-09,2023-04-11,323300,79.74,92,69.62,0.5,0,1,58.14,69.04,65.45
P02111,D-040,I15,HeatSafe Partners,2023-04-20,2024-06-13,2024-07-12,1379100,58.58,29,82.13,0.5,1,1,57.91,80.94,75.42
P02112,D-046,I04,RapidRelief Local,2021-07-11,2023-05-02,2023-08-29,715700,68.14,119,55.01,0.04,0,0,49.05,56.47,53.19
P02113,D-008,I12,HeatSafe Partners,2022-01-03,2023-04-28,2023-06-15,1550100,82.12,48,60.41,0.361,0,1,65.64,62.81,60.91
P02114,D-008,I13,RapidRelief Local,2022-05-05,2023-12-26,2024-04-11,1191000,74.12,107,58.96,0.043,0,0,44.12,56.35,48.54
P02115,D-054,I12,InfraTrust Consortium,2022-09-05,2023-12-29,2024-02-08,1694200,55.31,41,76.97,0.5,1,1,65.48,77.36,67.74
P02116,D-009,I01,HeatSafe Partners,2021-06-25,2022-07-20,2022-10-07,1284000,63.28,79,77.15,0.208,0,1,55.91,76.42,70.53
P02117,D-032,I08,InfraTrust Consortium,2021-11-14,2023-06-07,2023-09-10,589000,80.33,95,70.84,0.492,0,1,76.66,71.62,70.34
P02118,D-094,I15,CommunityFirst,2024-01-29,2025-03-24,2025-05-16,1599000,58.26,53,87.39,0.5,0,1,62.7,88.29,76.8
P02119,D-012,I17,SunBuild Initiative,2023-11-09,2025-04-02,2025-05-11,2153000,61.7,39,46.05,0.036,1,0,38.24,50.8,56.15
P02120,D-117,I17,SunBuild Initiative,2022-02-07,2023-07-02,2023-08-24,2049900,72.7,53,59.27,0.03,0,0,52.04,58.55,54.0
P02121,D-099,I05,SunBuild Initiative,2022-07-31,2024-05-21,2024-08-06,543900,77.76,77,45.94,0.099,0,0,39.39,48.76,52.75
P02122,D090,I18,GreenWorks Alliance,2021-08-15,2023-04-07,2023-09-19,1213800,72.0,165,58.71,0.091,0,0,46.58,55.22,65.82
P02123,D-009,I06,SunBuild Initiative,2023-08-30,2025-03-22,2025-05-29,516600,65.63,68,41.4,0.12,0,0,42.46,36.39,48.4
P02124,D-117,I01,RapidRelief Local,2023-12-22,2025-01-15,2025-03-13,1324300,78.27,57,59.29,0.135,0,0,38.43,57.56,52.81
P02125,D-059,I13,BlueRiver Implementers,2023-09-03,2025-04-25,2025-08-21,1561300,65.62,118,69.45,0.338,0,1,69.83,69.97,71.22
P02126,D-110,I17,InfraTrust Consortium,2022-02-07,2023-07-02,2023-10-06,2133100,67.95,96,77.1,0.307,0,1,47.57,84.36,61.59
