district_code,district_name,region,country,intervention_id,intervention_name,hazard_focus,cost,risk_reduction,impl_months,delivery_prob,predicted_on_time
D-108,District 108,Central,Cordania,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0016919151456963532,0
D-108,District 108,Central,Cordania,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7962328248229603,1
D-108,District 108,Central,Cordania,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.08759141690693906,0
D-108,District 108,Central,Cordania,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.36457766940409275,0
D-108,District 108,Central,Cordania,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.015250269620290054,0
D-108,District 108,Central,Cordania,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.012704842840334374,0
D-108,District 108,Central,Cordania,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.06602147514158462,0
D-108,District 108,Central,Cordania,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.014634258753677859,0
D-108,District 108,Central,Cordania,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.07594239010393251,0
D-108,District 108,Central,Cordania,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.011213065397404099,0
D-109,District 109,East,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.1070416233109956,0
D-109,District 109,East,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.3973054624286124,0
D-109,District 109,East,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.011983075312547553,0
D-109,District 109,East,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.01654795496673849,0
D-109,District 109,East,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.011112816903484249,0
D-109,District 109,East,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.049819799999612856,0
D-109,District 109,East,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.07586092498083684,0
D-109,District 109,East,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.010877526609997053,0
D-109,District 109,East,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0019099763923074325,0
D-109,District 109,East,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.8152305040053329,1
D-109,District 109,East,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.09779602860841678,0
D-109,District 109,East,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.3931472325003085,0
D-109,District 109,East,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.01718570726241653,0
D-109,District 109,East,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.014321934313879844,0
D-109,District 109,East,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.07391671749854174,0
D-109,District 109,East,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.016492826770117576,0
D-109,District 109,East,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.08491616850944411,0
D-109,District 109,East,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.012642712632612527,0
D-110,District 110,Central,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.06442715632326519,0
D-110,District 110,Central,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.274679898872599,0
D-110,District 110,Central,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.00691923940750344,0
D-110,District 110,Central,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.009573773732019931,0
D-110,District 110,Central,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.006414349301798582,0
D-110,District 110,Central,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.029240025674237505,0
D-110,District 110,Central,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.0450338089558751,0
D-110,District 110,Central,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.006277907534950666,0
D-110,District 110,Central,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0010981230269476925,0
D-110,District 110,Central,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7170875076552589,1
D-110,District 110,Central,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.05862070169459376,0
D-110,District 110,Central,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.27122751185334365,0
D-110,District 110,Central,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.009945461710179756,0
D-110,District 110,Central,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.008278018816172001,0
D-110,District 110,Central,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.04384217547650529,0
D-110,District 110,Central,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.009541654045451866,0
D-110,District 110,Central,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.05061085285199988,0
D-110,District 110,Central,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.007302185830307886,0
D-111,District 111,North,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.06853104549761502,0
D-111,District 111,North,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.28805302088509455,0
D-111,District 111,North,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.007388912582033188,0
D-111,District 111,North,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.010221780181809673,0
D-111,District 111,North,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.006849987281581692,0
D-111,District 111,North,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.031177251962092166,0
D-111,District 111,North,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.04796571161827442,0
D-111,District 111,North,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.0067043414412622454,0
D-111,District 111,North,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0011731296291361975,0
D-111,District 111,North,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7303123787034468,1
D-111,District 111,North,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.062379391048347006,0
D-111,District 111,North,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.2844984791128531,0
D-111,District 111,North,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.010618356359253367,0
D-111,District 111,North,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.008839104057664157,0
D-111,District 111,North,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.04670029135594449,0
D-111,District 111,North,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.01018750881769174,0
D-111,District 111,North,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.053885358138425696,0
D-111,District 111,North,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.00779764903714,0
D-112,District 112,North,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.07779239469367466,0
D-112,District 112,North,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.31688818538805325,0
D-112,District 112,North,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.008462525834330322,0
D-112,District 112,North,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.01170215806080779,0
D-112,District 112,North,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.007845913334173959,0
D-112,District 112,North,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.03558341644108002,0
D-112,District 112,North,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.054610784346062285,0
D-112,District 112,North,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.007679255643323004,0
D-112,District 112,North,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0013448096548995562,0
D-112,District 112,North,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7563842512687409,1
D-112,District 112,North,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.07087265411131297,0
D-112,District 112,North,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.31313432176862116,0
D-112,District 112,North,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.012155463362772671,0
D-112,District 112,North,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.010121282398308382,0
D-112,District 112,North,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.05317984792118488,0
D-112,District 112,North,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.011662981803294156,0
D-112,District 112,North,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.06129772399852337,0
D-112,District 112,North,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.008930117627272197,0
D-113,District 113,Central,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.0771671225359909,0
D-113,District 113,Central,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.3149975531373275,0
D-113,District 113,Central,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.008389437166984513,0
D-113,District 113,Central,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.011601416896596873,0
D-113,District 113,Central,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.007778108414967149,0
D-113,District 113,Central,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.035284427018821174,0
D-113,District 113,Central,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.05416089617882939,0
D-113,District 113,Central,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.007612879939981184,0
D-113,District 113,Central,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0013331122274478505,0
D-113,District 113,Central,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7547686755663684,1
D-113,District 113,Central,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.0702987610179436,0
D-113,District 113,Central,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.31125588116613334,0
D-113,District 113,Central,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.012050867382514152,0
D-113,District 113,Central,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.01003401245222386,0
D-113,District 113,Central,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.0527410902917518,0
D-113,District 113,Central,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.011562573952636854,0
D-113,District 113,Central,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.06079629085098831,0
D-113,District 113,Central,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.008853026547244975,0
D-114,District 114,East,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.11924891702863448,0
D-114,District 114,East,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.4267937126553766,0
D-114,District 114,East,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.013513714621248679,0
D-114,District 114,East,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.018650675133955325,0
D-114,District 114,East,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.01253370527921324,0
D-114,District 114,East,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.05590996299265317,0
D-114,District 114,East,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.08485018313307885,0
D-114,District 114,East,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.012268703935511167,0
D-114,District 114,East,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.002156752916837884,0
D-114,District 114,East,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.8328722847164465,1
D-114,District 114,East,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.10907772884723324,0
D-114,District 114,East,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.42254323129277427,0
D-114,District 114,East,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.01936786957188563,0
D-114,District 114,East,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.01614644184274465,0
D-114,District 114,East,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.08269620939431556,0
D-114,District 114,East,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.01858867429777941,0
D-114,District 114,East,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.09486829051878218,0
D-114,District 114,East,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.014256393898322495,0
D-115,District 115,East,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.13147953403502363,0
D-115,District 115,East,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.45429721791822675,0
D-115,District 115,East,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.01508547794573902,0
D-115,District 115,East,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.020807309823447168,0
D-115,District 115,East,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.013993101771623042,0
D-115,District 115,East,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.0621023560647184,0
D-115,District 115,East,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.0939289922392506,0
D-115,District 115,East,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.013697672288935364,0
D-115,District 115,East,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0024108302872786276,0
D-115,District 115,East,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.8478380315648026,1
D-115,District 115,East,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.12040776614036912,0
D-115,District 115,East,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.4499878558669079,0
D-115,District 115,East,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.021605609814553353,0
D-115,District 115,East,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.01801882127986252,0
D-115,District 115,East,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.09156760774948142,0
D-115,District 115,East,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.02073829114636655,0
D-115,District 115,East,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.10489615289450312,0
D-115,District 115,East,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.015913143915843735,0
D-116,District 116,South,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.09144364530281845,0
D-116,District 116,South,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.3562868803726081,0
D-116,District 116,South,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.010080543638792147,0
D-116,District 116,South,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.013930884396678021,0
D-116,District 116,South,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.009347147464805191,0
D-116,District 116,South,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.04216637544740888,0
